Algorithm,Subtype,train_acc,val_acc,train_prec,val_prec,train_rec,val_rec,train_f1,val_f1,test_acc,test_prec,test_rec,test_f1,test_aucroc
KNN,ER,0.7576853526220615,0.7065217391304348,0.7202833822987316,0.6138655462184874,0.7576853526220615,0.7065217391304348,0.7081420284511242,0.6435064935064935,0.6594594594594595,0.5487725891572045,0.6594594594594595,0.5901804863826439,0.4443225051214516
KNN,PR,0.6925858951175407,0.6195652173913043,0.6823220641589791,0.566304347826087,0.6925858951175407,0.6195652173913043,0.6496956077969892,0.5595349807110833,0.6432432432432432,0.6045103167683813,0.6432432432432432,0.6006975523164237,0.5222107438016529
KNN,HER2,0.8209764918625678,0.8315217391304348,0.8531422401486036,0.6914284026465028,0.8209764918625678,0.8315217391304348,0.7437760805961476,0.7550316088246679,0.8324324324324325,0.6929437545653763,0.8324324324324325,0.7563102925934785,0.5005236698785086
KNN,Mol Subtype,0.6636528028933092,0.6467391304347826,0.6101592559418183,0.49117611138251094,0.6636528028933092,0.6467391304347826,0.552782264898591,0.5314285714285714,0.6054054054054054,0.3717978848413631,0.6054054054054054,0.4606788606788607,
