Algorithm,classification,train_acc,train_prec,train_rec,train_f1,val_acc,val_prec,val_rec,val_f1,test_acc,test_prec,test_rec,test_f1
Decision Tree,HER2,0.8499095840867993,0.8731946392658566,0.8499095840867993,0.8038779206807959,0.8478260869565217,0.8408792810298762,0.8478260869565217,0.7988330132122693,0.8216216216216217,0.7363520979543079,0.8216216216216217,0.7600069152307958
KNN,HER2,0.8227848101265823,0.8041054786081911,0.8227848101265823,0.754009190439012,0.8315217391304348,0.6914284026465028,0.8315217391304348,0.7550316088246679,0.827027027027027,0.6921856639247944,0.827027027027027,0.753622261314569
Logistic Regression,HER2,0.8173598553345389,0.6680771331124984,0.8173598553345389,0.7352172231068888,0.8315217391304348,0.6914284026465028,0.8315217391304348,0.7550316088246679,0.827027027027027,0.6921856639247944,0.827027027027027,0.753622261314569
Random Forest,HER2,0.8481012658227848,0.8719062913281693,0.8481012658227848,0.800492848314075,0.8586956521739131,0.8792203060480933,0.8586956521739131,0.8132020836971073,0.8324324324324325,0.6929437545653763,0.8324324324324325,0.7563102925934785
SVM,HER2,0.8173598553345389,0.6680771331124984,0.8173598553345389,0.7352172231068888,0.8315217391304348,0.6914284026465028,0.8315217391304348,0.7550316088246679,0.8324324324324325,0.6929437545653763,0.8324324324324325,0.7563102925934785
XGBoost,HER2,0.9041591320072333,0.9142176785490485,0.9041591320072333,0.8897675092385061,0.9021739130434783,0.9051239173312753,0.9021739130434783,0.8875911423170403,,,,
Naive Bayes,Mol Subtype,0.17902350813743217,0.618713559006946,0.17902350813743217,0.07582015122556533,0.16847826086956522,0.028540033262057497,0.16847826086956522,0.048811458756603,0.21621621621621623,0.050083982287372125,0.21621621621621623,0.08132903545747583
Decision Tree,Mol Subtype,0.6726943942133815,0.6024208177166355,0.6726943942133815,0.5812938850438821,0.6847826086956522,0.562409420289855,0.6847826086956522,0.5952792359793342,0.6,0.46115999720650885,0.6,0.48974110953058336
KNN,Mol Subtype,0.6528028933092225,0.5349718192737688,0.6528028933092225,0.5217606484845361,0.6521739130434783,0.49016563146997927,0.6521739130434783,0.5410732188913465,0.6108108108108108,0.37511750881316097,0.6108108108108108,0.4647920647920648
Logistic Regression,Mol Subtype,0.650994575045208,0.4237939367382909,0.650994575045208,0.5133801687103503,0.657608695652174,0.4384057971014492,0.657608695652174,0.5260869565217391,0.6108108108108108,0.3730898466033601,0.6108108108108108,0.4632323598766552
Random Forest,Mol Subtype,0.6962025316455697,0.7839214084980665,0.6962025316455697,0.6070976824343667,0.7065217391304348,0.6933053359683795,0.7065217391304348,0.6157811334824757,0.6054054054054054,0.42999104076452144,0.6054054054054054,0.4710743396457683
SVM,Mol Subtype,0.650994575045208,0.4237939367382909,0.650994575045208,0.5133801687103503,0.6630434782608695,0.43962665406427215,0.6630434782608695,0.5287013356067064,0.6108108108108108,0.3730898466033601,0.6108108108108108,0.4632323598766552
XGBoost,Mol Subtype,0.8517179023508138,0.8792272507834682,0.8517179023508138,0.8375681361132515,0.8260869565217391,0.8622247317899492,0.8260869565217391,0.8015118372490773,,,,
