original_shape_Elongation,original_shape_Flatness,original_shape_LeastAxisLength,original_shape_MajorAxisLength,original_shape_Maximum2DDiameterColumn,original_shape_Maximum2DDiameterRow,original_shape_Maximum2DDiameterSlice,original_shape_Maximum3DDiameter,original_shape_MeshVolume,original_shape_MinorAxisLength,original_shape_Sphericity,original_shape_SurfaceArea,original_shape_SurfaceVolumeRatio,original_shape_VoxelVolume,original_firstorder_10Percentile,original_firstorder_90Percentile,original_firstorder_Energy,original_firstorder_Entropy,original_firstorder_InterquartileRange,original_firstorder_Kurtosis,original_firstorder_Maximum,original_firstorder_MeanAbsoluteDeviation,original_firstorder_Mean,original_firstorder_Median,original_firstorder_Minimum,original_firstorder_Range,original_firstorder_RobustMeanAbsoluteDeviation,original_firstorder_RootMeanSquared,original_firstorder_Skewness,original_firstorder_TotalEnergy,original_firstorder_Uniformity,original_firstorder_Variance,original_glcm_Autocorrelation,original_glcm_ClusterProminence,original_glcm_ClusterShade,original_glcm_ClusterTendency,original_glcm_Contrast,original_glcm_Correlation,original_glcm_DifferenceAverage,original_glcm_DifferenceEntropy,original_glcm_DifferenceVariance,original_glcm_Id,original_glcm_Idm,original_glcm_Idmn,original_glcm_Idn,original_glcm_Imc1,original_glcm_Imc2,original_glcm_InverseVariance,original_glcm_JointAverage,original_glcm_JointEnergy,original_glcm_JointEntropy,original_glcm_MCC,original_glcm_MaximumProbability,original_glcm_SumAverage,original_glcm_SumEntropy,original_glcm_SumSquares,original_gldm_DependenceEntropy,original_gldm_DependenceNonUniformity,original_gldm_DependenceNonUniformityNormalized,original_gldm_DependenceVariance,original_gldm_GrayLevelNonUniformity,original_gldm_GrayLevelVariance,original_gldm_HighGrayLevelEmphasis,original_gldm_LargeDependenceEmphasis,original_gldm_LargeDependenceHighGrayLevelEmphasis,original_gldm_LargeDependenceLowGrayLevelEmphasis,original_gldm_LowGrayLevelEmphasis,original_gldm_SmallDependenceEmphasis,original_gldm_SmallDependenceHighGrayLevelEmphasis,original_gldm_SmallDependenceLowGrayLevelEmphasis,original_glrlm_GrayLevelNonUniformity,original_glrlm_GrayLevelNonUniformityNormalized,original_glrlm_GrayLevelVariance,original_glrlm_HighGrayLevelRunEmphasis,original_glrlm_LongRunEmphasis,original_glrlm_LongRunHighGrayLevelEmphasis,original_glrlm_LongRunLowGrayLevelEmphasis,original_glrlm_LowGrayLevelRunEmphasis,original_glrlm_RunEntropy,original_glrlm_RunLengthNonUniformity,original_glrlm_RunLengthNonUniformityNormalized,original_glrlm_RunPercentage,original_glrlm_RunVariance,original_glrlm_ShortRunEmphasis,original_glrlm_ShortRunHighGrayLevelEmphasis,original_glrlm_ShortRunLowGrayLevelEmphasis,original_glszm_GrayLevelNonUniformity,original_glszm_GrayLevelNonUniformityNormalized,original_glszm_GrayLevelVariance,original_glszm_HighGrayLevelZoneEmphasis,original_glszm_LargeAreaEmphasis,original_glszm_LargeAreaHighGrayLevelEmphasis,original_glszm_LargeAreaLowGrayLevelEmphasis,original_glszm_LowGrayLevelZoneEmphasis,original_glszm_SizeZoneNonUniformity,original_glszm_SizeZoneNonUniformityNormalized,original_glszm_SmallAreaEmphasis,original_glszm_SmallAreaHighGrayLevelEmphasis,original_glszm_SmallAreaLowGrayLevelEmphasis,original_glszm_ZoneEntropy,original_glszm_ZonePercentage,original_glszm_ZoneVariance,original_ngtdm_Busyness,original_ngtdm_Coarseness,original_ngtdm_Complexity,original_ngtdm_Contrast,original_ngtdm_Strength,patient,sequence
0.8918080720799176,0.8504369753020439,29.186298787723487,34.319179004837586,38.43113606750191,36.0737366445944,39.30934634957345,46.2404224374653,19914.791496485846,30.606120863669798,0.819099048179328,4337.753601952174,0.21781566745088,19947.346900098288,-0.7210184395790088,-0.42045130002355824,10171.583802126115,0.00499819438990439,0.15028356977772528,3.782997796273653,0.21825387153177433,0.09833810521679454,-0.5890634396296035,-0.6083057622457149,-0.7961602244678715,1.014414095999646,0.07303965238419444,0.6018282097971853,0.785748982544562,7224.8730771082255,0.9992169147638417,0.015201458199425439,1.000855534483252,0.0010368089126911446,0.0009242571087965847,0.0008690092442811368,0.0008129851879851881,0.0345583709683759,0.0008129851879851881,0.009512543930724942,0.0008123191360712095,0.9995935074060073,0.9995935074060073,0.9998374029624031,0.9997290049373385,-0.020445631751251414,0.007408438353039124,0.0008129851879851881,1.0004206756924148,0.9983466836477957,0.010543568965159584,0.03521205082753119,0.9991728317135926,2.00084135138483,0.009730583777174713,0.00042049860806658124,0.8432808632059888,19030.186554143074,0.6776407988513719,14.198303113543496,28061.008617312964,0.0003915426180791735,1.00117508813161,649.5028665028665,649.5078873339743,649.5016112950896,0.9997062279670975,0.001937249002276636,0.002506988702451119,0.0017948140772330154,1917.4381666858155,0.9875284709705403,0.006235764514729845,1.0188430570645233,408.3415679142393,408.364217123976,408.33590561180506,0.9952892357338693,3.5257162490763467,306.0023321480601,0.26049871822611587,0.06902889511585163,49.52909625564584,0.06250148441791033,0.08039300331436633,0.05802860469379634,6.25,0.78125,0.109375,3.625,98504650.625,98504658.5,98504648.65625,0.34375,2.75,0.34375,0.5763888890475108,2.3055555557141774,0.14409722238084416,1.7499999999999987,0.0002848698500872414,86181917.984375,5.497338301836559,0.09106011087709125,0.0007820928597147922,3.011166021748868e-07,0.09260423213911596,Breast_MRI_001,pre
0.8918080720799176,0.8504369753020439,29.186298787723487,34.319179004837586,38.43113606750191,36.0737366445944,39.30934634957345,46.2404224374653,19914.791496485846,30.606120863669798,0.819099048179328,4337.753601952174,0.21781566745088,19947.346900098288,-0.8016567443000623,-0.5446108277521685,13397.170569840247,-3.203426503814917e-16,0.16065369784243355,3.795189020640585,-0.030518994656380957,0.08634249037347669,-0.6820488849371165,-0.7052645255946021,-0.8659182234370357,0.8353992287806548,0.06294697494117386,0.6906925846409162,0.8000674893625174,9516.006439354444,1.0,0.011865565033985075,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.2034265038149176e-16,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-3.2034265038149176e-16,1.0,1.0,2.0,-3.2034265038149176e-16,0.0,0.7676576778659697,19360.494142363706,0.689402632993758,13.994284856325795,28083.0,0.0,1.0,650.2901043335826,650.2901043335826,650.2901043335826,1.0,0.0017466046048976807,0.0017466046048976807,0.0017466046048976807,1917.3076923076924,1.0,0.0,1.0,416.87165094821773,416.87165094821773,416.87165094821773,1.0,3.4362556641756923,314.6504673190808,0.2749517145777485,0.06827289435985087,45.276486199296706,0.055902618906397805,0.055902618906397805,0.055902618906397805,1.0,1.0,0.0,1.0,788654889.0,788654889.0,788654889.0,1.0,1.0,1.0,1.2679817420113654e-09,1.2679817420113654e-09,1.2679817420113654e-09,-3.203426503814917e-16,3.560873126090518e-05,0.0,0.0,1000000.0,0.0,0.0,0.0,Breast_MRI_001,post_1
0.668996319211109,0.6509234199975433,18.93100864340948,29.08331158753042,29.852204811538268,23.148662018240017,29.748492371827716,33.78467688188707,6966.458183400854,19.456628402527645,0.8083622721833289,2182.1575926299865,0.31323773647697556,6984.903708143248,0.018105849425966113,1.2782118659286388,9944.57179792821,0.44395747259518537,0.6599084612567101,3.28820282872754,3.1971968453085258,0.3926957146779044,0.6250034316926892,0.5946249419435288,-0.6654810745591438,3.8626779198676697,0.2746278971435618,0.7970914013725804,0.4159760786724597,4437.891414978631,0.8325093920812425,0.2447254125144659,3.6526368048999163,0.3719958342865573,-0.237409565656288,0.21114958983494367,0.12992909605252365,0.23902491375949475,0.12992909605252365,0.555621497574939,0.11280487569457202,0.935035451973738,0.935035451973738,0.9740141807894951,0.9566903013158256,-0.06987176430635184,0.2346784019122602,0.12992909605252365,1.9058671176420598,0.7166557813616943,0.8689175771749389,0.239024913759492,0.8409025696157977,3.8117342352841197,0.7389884811224156,0.08526967147186683,3.7778146435236732,2113.9129823664707,0.13505705228510548,37.696293240751494,13030.43700485561,0.08374530395937868,3.723230258113979,502.6700741119346,1984.3921543572706,132.23955405060056,0.3191924354715052,0.007576752775533023,0.013794407272095412,0.006022339151392424,1874.737080454779,0.5666346570560556,0.21668267147197218,3.0303875609105906,59.690841785891216,236.00006163492057,15.613536823633872,0.49240310977235235,3.8302207025339574,516.6630812183529,0.15501749452105137,0.2091057422005544,31.743263067220102,0.3746698014307023,0.7622675542562914,0.27777036322430515,82.02380952380952,0.9764739229024944,0.011763038548752833,1.0357142857142858,2409504.404761905,9619049.547619049,607118.119047619,0.9910714285714286,18.095238095238095,0.21541950113378686,0.4661186001250982,0.46611860030201796,0.46611860008086836,2.9780748455702666,0.005366726296958855,2374784.2936507934,288.4091549050011,0.0010060455643185508,0.12701134230753375,0.01063640988290863,0.0010060638745620196,Breast_MRI_002,pre
0.668996319211109,0.6509234199975433,18.93100864340948,29.08331158753042,29.852204811538268,23.148662018240017,29.748492371827716,33.78467688188707,6966.458183400854,19.456628402527645,0.8083622721833289,2182.1575926299865,0.31323773647697556,6984.903708143248,0.889731799048939,2.853677840154637,63492.36007806023,0.03832885607872914,1.0077390764857228,2.9673189180578032,4.5885922729681266,0.6046801433706083,1.8648894391739066,1.843075868565262,-0.5817962842285085,5.170388557196635,0.42041057519427366,2.0140758204592024,0.16101126557949152,28334.271744697755,0.991855570124786,0.5786887902160409,3.9836650453247198,0.016180729991552296,-0.011695557145114775,0.00954609415500309,0.007297368892088772,0.13606547608323896,0.007297368892088772,0.06212529188314983,0.007242572376761596,0.9963513155539556,0.9963513155539556,0.9985405262215822,0.9975675437026372,-0.0699466150925489,0.05978499512514969,0.007297368892088772,1.9957712432569212,0.9843356960996924,0.07616151412198494,0.13606547608234856,0.992122558810877,3.9915424865138425,0.06886414522989649,0.004210865761772964,1.2936034478198575,8665.42908254536,0.553630787282479,19.26989188697775,15524.52338359315,0.004072214937606982,3.9877331970355225,616.9055711730131,2467.287247636085,154.3101520572451,0.25306670074111937,0.0028648266929645286,0.008542342267624984,0.0014454477992994154,1430.6346286897347,0.9201387172743177,0.039930641362841114,3.8740440043038458,281.12099534620415,1124.2097465532665,70.34880754443851,0.2814889989240385,3.0975212270057515,322.83591422418766,0.2634360135695187,0.09820814248363444,47.01479434495081,0.1045903774837243,0.30787558052387354,0.053769076723686984,18.1,0.905,0.0475,1.15,12149332.2,48597193.8,3037366.8,0.9625,7.1,0.355,0.6046484771185601,0.6046484777358803,0.6046484769642301,1.9437519544205002,0.001277791975466394,11536869.440000001,13.650934574327188,0.018426783286731977,0.006934427759762364,2.8496994913341392e-05,0.018259622060052712,Breast_MRI_002,post_1
0.9344079834686204,0.28681013198480637,13.808210118138623,48.144080624285984,43.12605573594597,40.488107497667116,56.60686900272149,57.66574042090564,19467.93598738717,44.986213292089744,0.6863075538791179,5099.316307945967,0.26193410083378627,19497.99953122138,-0.6005631423688548,0.889138516736406,31818.70888089266,0.6891505289665465,0.21200687748177344,11.761526165562005,5.819005107779243,0.5540386700890151,-0.2246968247387314,-0.6005631423688548,-0.6005631423688548,6.419568250148098,0.2031337307802792,0.8732695322678248,2.859460721931111,14869.168124909274,0.6994762586606054,0.7121110129395971,1.5129865860519982,1.1421158158964273,0.6591595479911029,0.538826443660119,0.04969555807293081,0.8307383097764153,0.04969555807293081,0.28192152000320897,0.047037434789928015,0.9751522209635349,0.9751522209635349,0.9900608883854137,0.9834348139756897,-0.6142829570359001,0.7495188492961131,0.04969555807293081,1.1792781216961545,0.658701564343547,0.9398243506165322,0.8307383097764144,0.7958740992673802,2.358556243392309,0.8901287925436018,0.14713050043326245,2.5459860994198222,19371.96016681047,0.46428818346300615,25.261593949515227,29184.947416355095,0.15026187066969734,1.5525596778832327,589.3388936822931,854.7209040360464,522.9933910938548,0.8618600805291918,0.0025471648706114937,0.004703457706878492,0.002008091661544745,2904.8238734377514,0.5504588796685758,0.22477056016571212,2.0427620773213078,278.587395011654,360.433906463294,258.12576714874405,0.739309480669673,4.200997214749917,777.0467129953346,0.1367125812604878,0.1249880164893107,128.21802248784087,0.22474853447167842,0.5594778522431024,0.14106620502882247,5.2,0.52,0.24,2.2,121521760.2,139225698.3,117095775.675,0.7,2.2,0.22,0.4370119419737719,1.3370119470573871,0.2120119407028683,2.8464393446710132,0.0002396702137858307,104112838.44,1140.4575441675386,0.0009798413497631732,0.048920208122214634,0.007407411243088963,0.000972358452512414,Breast_MRI_003,pre
0.9344079834686204,0.28681013198480637,13.808210118138623,48.144080624285984,43.12605573594597,40.488107497667116,56.60686900272149,57.66574042090564,19467.93598738717,44.986213292089744,0.6863075538791179,5099.316307945967,0.26193410083378627,19497.99953122138,-0.6024145068032777,0.4949932720521701,20711.629967741606,0.6361503191409869,0.1330811672119479,11.625413179784733,3.989909463295173,0.41037531320428705,-0.32646729179817574,-0.6024145068032777,-0.6024145068032777,4.592323970098451,0.14817057034990155,0.7045538149936915,2.852690047978015,9678.730500475902,0.7301529282075423,0.38981518560812983,1.4371036873342198,1.036968617169373,0.5970695933892588,0.4649096889863873,0.061660230248452845,0.7651327113099067,0.061660230248452845,0.3282512664705784,0.057448414069058096,0.9691698848757736,0.9691698848757736,0.9876679539503093,0.9794465899171824,-0.5245498310685177,0.6872477845789682,0.061660230248452845,1.1559779341528154,0.679266626313522,0.9210378575023023,0.7651327113099051,0.813191950722958,2.3119558683056307,0.8593776272538497,0.13164247980871002,2.6175921476453547,18129.49424791487,0.43450997622267445,28.197576245526193,30464.900776531493,0.13492353589622888,1.4823123382226058,579.0426612980539,783.5859457386636,527.9068401879015,0.8794219154443486,0.0028818611872114684,0.005102285562357704,0.002326755093424909,3158.3564655846485,0.5509768408724043,0.22451157956379786,2.037321724845923,265.6106194984783,319.29657071801125,252.1891316935951,0.7406695687885191,4.133727949474456,890.7808831669224,0.14119532507348956,0.1357658016415566,129.501264561536,0.2618358311264121,0.6223152269119676,0.1717159821800232,10.0,0.625,0.1875,1.75,79313781.25,87738197.125,77207677.28125,0.8125,3.625,0.2265625,0.40494791810877123,0.6861979222819101,0.3346354170654865,2.95281953111478,0.0003834723420573291,72513421.1875,1228.0858178912636,0.0007864542683114427,0.06094956145394565,0.008264723955444368,0.0007825343681729952,Breast_MRI_003,post_1
0.707826174989305,0.6095219666786237,8.893590015955802,14.591090234890634,14.972283904872866,11.420812782260416,14.477715632500797,16.540986969814043,871.8679924599301,10.327955589886438,0.8245698717182856,535.2505862543171,0.6139124166539656,880.9310693046328,0.44204168915186903,3.431010054485341,8777.301552964913,0.2070117811251736,1.6123866680802186,2.7162681511431592,5.620627640735735,0.926084566946755,1.900265785056457,1.8379229003864959,-0.6394328943134704,6.260060535049206,0.6604621656050397,2.219354406204529,0.3121026139269787,4339.055916196742,0.9370233070195659,1.314523926483224,3.8769144435811103,0.07902415773718603,-0.0651514327663495,0.06370058432848613,0.05788363778559857,0.04774640630331038,0.05788363778559857,0.3188786849661821,0.054525017862557625,0.9710581811072007,0.9710581811072007,0.9884232724428803,0.9807054540714671,-0.00987391301582514,0.05518048076621384,0.05788363778559857,1.9686187541579696,0.8846828710804,0.40053285480616724,0.05534739756743638,0.9396769352651706,3.937237508315939,0.342649217020569,0.030396055528521173,3.039561119950592,311.96408529741865,0.17506402093008902,37.89613178801357,1669.7755331088665,0.03148834649021704,3.9023569023569022,494.3490460157127,1976.4904601571268,123.81369248035915,0.27441077441077444,0.016467704191410446,0.024089110817269176,0.014562352534945767,293.893039225718,0.7472618164746666,0.12636909176266675,3.547074628361029,40.444728748719655,161.21829353638276,10.251337551803873,0.3632313429097426,3.194881424614383,63.23059927416141,0.17105908365561528,0.2167400500733834,12.898951077455418,0.30528011809835404,0.7942130791597916,0.1830468778329946,29.06451612903226,0.9375650364203955,0.03121748178980229,1.096774193548387,95882.7741935484,383512.70967741933,23975.290322580644,0.9758064516129032,14.870967741935484,0.4797086368366285,0.7019397007077857,0.7019397332678338,0.7019396925677738,1.6963397497250206,0.01739618406285073,92578.37877211238,13.834676255550978,0.018998049072642513,0.059076300486241407,0.0018711480852631136,0.0188870440005859,Breast_MRI_004,pre
0.707826174989305,0.6095219666786237,8.893590015955802,14.591090234890634,14.972283904872866,11.420812782260416,14.477715632500797,16.540986969814043,871.8679924599301,10.327955589886438,0.8245698717182856,535.2505862543171,0.6139124166539656,880.9310693046328,4.297004569799217,6.922264705726371,58398.27130292768,-3.203426503814917e-16,1.3850062633211584,2.812734148708663,9.485488102775598,0.8103525617895542,5.635031654698137,5.609394185286523,2.8682359557967314,6.617252146978867,0.5730367570977943,5.7246131762203465,0.05030134528330461,28869.164749960793,1.0,1.0176142679055733,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.2034265038149176e-16,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-3.2034265038149176e-16,1.0,1.0,2.0,-3.2034265038149176e-16,0.0,1.3034301004950395,807.8316498316499,0.45332864749250834,27.554386614618565,1782.0,0.0,1.0,538.9943883277217,538.9943883277217,538.9943883277217,1.0,0.0024499106289229745,0.0024499106289229745,0.0024499106289229745,300.53846153846155,1.0,0.0,1.0,69.89583390878553,69.89583390878553,69.89583390878553,1.0,2.3698760337260905,70.78173623295177,0.33604607784042234,0.16865233531900195,6.105005163028433,0.13607876145732337,0.13607876145732337,0.13607876145732337,1.0,1.0,0.0,1.0,3175524.0,3175524.0,3175524.0,1.0,1.0,1.0,3.1490865759477807e-07,3.1490865759477807e-07,3.1490865759477807e-07,-3.203426503814917e-16,0.0005611672278338945,0.0,0.0,1000000.0,0.0,0.0,0.0,Breast_MRI_004,post_1
0.679296029863227,0.42435286567894054,22.53469547164995,53.10367218940708,49.674565926638955,55.175580890122944,36.443449342783126,58.27441313786437,28042.704264322918,36.073113689422485,0.7698888779753907,5797.8815705695,0.20675187085811134,28076.171875,-0.35651881940641267,2.1581569587650646,72404.87831447169,0.8071520891192006,1.153792415866913,4.3515601122014465,6.004131678321442,0.7559403793665785,0.7578150534891054,0.6197670709425138,-0.9777916587193659,6.981923337040808,0.4980690835756436,1.2545991765471802,1.1389805333337526,44192.43061186016,0.6276003412098299,0.9997354384981669,3.2020699502456744,0.9908955644435988,-0.5598304951893756,0.6121134979631664,0.12728796840211276,0.6555626100997768,0.12728796840211276,0.5484132506303623,0.11085334587973894,0.9363560157989437,0.9363560157989437,0.9745424063195773,0.9575706771992957,-0.35762244159518247,0.658841884742999,0.12728796840211276,1.7552379781489102,0.5194459209376215,1.318501270394561,0.6555626100997767,0.691593993947854,3.5104759562978205,1.1912133019924487,0.1848503665913198,4.117248262233982,8400.494826086957,0.1826194527410208,35.859339083175804,28869.615695652174,0.1861998293950851,3.2577608695652174,535.8192173913044,1841.3616304347827,209.4336141304348,0.43555978260869566,0.007129957449042055,0.01672014483473987,0.004732410602617602,4190.704109242632,0.5098991328273428,0.2450504335863286,2.701255772347622,82.9079792668516,301.9701545323968,28.142435450465328,0.5746860569130944,4.4750712741617855,1240.6051526272142,0.1482319713420521,0.17846989966555188,47.833069793498154,0.37747894865727066,0.8806908548396127,0.25167597211168513,129.26605504587155,0.5929635552562915,0.20351822237185424,1.853211009174312,5980217.247706422,22358864.426605504,1885555.4529816513,0.786697247706422,66.60550458715596,0.3055298375557613,0.5626595007828943,1.1465412645091169,0.4166890598513386,3.240779460906017,0.004739130434782609,5935692.376062621,1166.0819981684185,0.00034091242844161277,0.1275349833044049,0.023747879314185694,0.00034089969252421406,Breast_MRI_005,pre
0.679296029863227,0.42435286567894054,22.53469547164995,53.10367218940708,49.674565926638955,55.175580890122944,36.443449342783126,58.27441313786437,28042.704264322918,36.073113689422485,0.7698888779753907,5797.8815705695,0.20675187085811134,28076.171875,-0.20686814737433082,3.582853648409921,251879.04644958314,0.6309183638683256,2.6007894676950745,1.7370860547544862,5.421983343422867,1.2705809400850463,1.846949448909511,2.1152653059248427,-0.8570655142980995,6.279048857720967,1.0432702886987784,2.3400067189126093,-0.1620282883788802,153734.76956151315,0.7331257325141776,2.064409177729009,3.486685409143171,0.9441032371400355,-0.5472290181370058,0.4418385591049789,0.08663933914726835,0.6719226002399472,0.08663933914726835,0.42382063400834064,0.07899065528634495,0.9566803304263659,0.9566803304263659,0.9826721321705463,0.9711202202842439,-0.3960174251356137,0.6232879704605204,0.08663933914726835,1.8433350262389352,0.6567703955875314,1.0044043024589338,0.6719226002399458,0.8000153566653009,3.6866700524778704,0.9177649633116658,0.1321194745630618,3.054740808346905,16283.764130434784,0.35399487240075617,29.49319916635161,33723.78369565217,0.13343713374291116,3.5242391304347827,574.8598695652174,2119.4437173913043,188.71390760869565,0.36894021739130434,0.0036190321634910413,0.010640528755321238,0.001863658015533492,3456.401547159801,0.5335053283445519,0.23324733582772403,2.877290314874413,135.7221619222791,522.482685427081,39.03203104607859,0.5306774212813967,4.6240092852252195,759.5216940365665,0.11546802734999025,0.1402658862876254,75.98202663443371,0.3115137028248383,0.7694427643893678,0.197031437433706,25.50980392156863,0.5001922337562476,0.24990388312187617,2.4705882352941178,30299350.50980392,118139452.92156863,8339324.906862745,0.6323529411764706,15.705882352941176,0.3079584775086505,0.5696180917096879,1.2912071440366615,0.3892208286279445,3.1779296370916152,0.001108695652173913,29485817.25336409,659.7835927940868,0.0004971819875316438,0.08744938867439961,0.011683381358162648,0.0004965698142266004,Breast_MRI_005,post_1
