original_shape_Elongation,original_shape_Flatness,original_shape_LeastAxisLength,original_shape_MajorAxisLength,original_shape_Maximum2DDiameterColumn,original_shape_Maximum2DDiameterRow,original_shape_Maximum2DDiameterSlice,original_shape_Maximum3DDiameter,original_shape_MeshVolume,original_shape_MinorAxisLength,original_shape_Sphericity,original_shape_SurfaceArea,original_shape_SurfaceVolumeRatio,original_shape_VoxelVolume,original_firstorder_10Percentile,original_firstorder_90Percentile,original_firstorder_Energy,original_firstorder_Entropy,original_firstorder_InterquartileRange,original_firstorder_Kurtosis,original_firstorder_Maximum,original_firstorder_MeanAbsoluteDeviation,original_firstorder_Mean,original_firstorder_Median,original_firstorder_Minimum,original_firstorder_Range,original_firstorder_RobustMeanAbsoluteDeviation,original_firstorder_RootMeanSquared,original_firstorder_Skewness,original_firstorder_TotalEnergy,original_firstorder_Uniformity,original_firstorder_Variance,original_glcm_Autocorrelation,original_glcm_ClusterProminence,original_glcm_ClusterShade,original_glcm_ClusterTendency,original_glcm_Contrast,original_glcm_Correlation,original_glcm_DifferenceAverage,original_glcm_DifferenceEntropy,original_glcm_DifferenceVariance,original_glcm_Id,original_glcm_Idm,original_glcm_Idmn,original_glcm_Idn,original_glcm_Imc1,original_glcm_Imc2,original_glcm_InverseVariance,original_glcm_JointAverage,original_glcm_JointEnergy,original_glcm_JointEntropy,original_glcm_MCC,original_glcm_MaximumProbability,original_glcm_SumAverage,original_glcm_SumEntropy,original_glcm_SumSquares,original_gldm_DependenceEntropy,original_gldm_DependenceNonUniformity,original_gldm_DependenceNonUniformityNormalized,original_gldm_DependenceVariance,original_gldm_GrayLevelNonUniformity,original_gldm_GrayLevelVariance,original_gldm_HighGrayLevelEmphasis,original_gldm_LargeDependenceEmphasis,original_gldm_LargeDependenceHighGrayLevelEmphasis,original_gldm_LargeDependenceLowGrayLevelEmphasis,original_gldm_LowGrayLevelEmphasis,original_gldm_SmallDependenceEmphasis,original_gldm_SmallDependenceHighGrayLevelEmphasis,original_gldm_SmallDependenceLowGrayLevelEmphasis,original_glrlm_GrayLevelNonUniformity,original_glrlm_GrayLevelNonUniformityNormalized,original_glrlm_GrayLevelVariance,original_glrlm_HighGrayLevelRunEmphasis,original_glrlm_LongRunEmphasis,original_glrlm_LongRunHighGrayLevelEmphasis,original_glrlm_LongRunLowGrayLevelEmphasis,original_glrlm_LowGrayLevelRunEmphasis,original_glrlm_RunEntropy,original_glrlm_RunLengthNonUniformity,original_glrlm_RunLengthNonUniformityNormalized,original_glrlm_RunPercentage,original_glrlm_RunVariance,original_glrlm_ShortRunEmphasis,original_glrlm_ShortRunHighGrayLevelEmphasis,original_glrlm_ShortRunLowGrayLevelEmphasis,original_glszm_GrayLevelNonUniformity,original_glszm_GrayLevelNonUniformityNormalized,original_glszm_GrayLevelVariance,original_glszm_HighGrayLevelZoneEmphasis,original_glszm_LargeAreaEmphasis,original_glszm_LargeAreaHighGrayLevelEmphasis,original_glszm_LargeAreaLowGrayLevelEmphasis,original_glszm_LowGrayLevelZoneEmphasis,original_glszm_SizeZoneNonUniformity,original_glszm_SizeZoneNonUniformityNormalized,original_glszm_SmallAreaEmphasis,original_glszm_SmallAreaHighGrayLevelEmphasis,original_glszm_SmallAreaLowGrayLevelEmphasis,original_glszm_ZoneEntropy,original_glszm_ZonePercentage,original_glszm_ZoneVariance,original_ngtdm_Busyness,original_ngtdm_Coarseness,original_ngtdm_Complexity,original_ngtdm_Contrast,original_ngtdm_Strength,ER,PR,HER2,Mol Subtype
0.7728663862720527,0.6515794251516769,10.284664031196591,15.78420624439222,18.951103839441835,19.80930041342497,16.19396358976694,21.07696392377315,953.6380996620574,12.199082440276184,0.376604705029144,1244.0966254968307,1.3045794058959093,990.1855741524744,0.9129367465868464,3.786296795773761,13773.072965887715,-3.203426503814917e-16,1.8916461525857795,2.2747637231117106,5.440701770088591,0.9731364182913628,2.116560475250778,1.761178680131854,0.7834632303555097,4.657238539733081,0.7718306307794727,2.395575171530465,0.6576840690540189,5682.457567738104,1.0,1.2589521570594162,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.2034265038149176e-16,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-3.2034265038149176e-16,1.0,1.0,2.0,-3.2034265038149176e-16,0.0,4.115002015436839,233.2825,0.0972010416666666,47.302975,2400.0,0.0,1.0,439.145,439.145,439.145,1.0,0.0089262771816078,0.0089262771816078,0.0089262771816078,665.0769230769231,1.0,0.0,1.0,26.87804833541065,26.87804833541065,26.87804833541065,1.0,2.8897002692532303,131.64663447025697,0.1924630640461696,0.2771153846153846,11.835396092380996,0.4158616595192156,0.4158616595192156,0.4158616595192156,14.0,1.0,0.0,1.0,400875.8571428572,400875.8571428572,400875.8571428572,1.0,3.142857142857143,0.2244897959183673,0.436765885743336,0.436765885743336,0.436765885743336,2.352745780871868,0.0058333333333333,371488.1020408162,0.0,1000000.0,0.0,0.0,0.0,0,0,0,3
0.6715967866969099,0.5732990795024431,29.78928876239831,51.96116621755602,39.46362102389061,51.718016970905126,54.13991747056964,59.633301633567896,34434.58811398634,34.89695226473465,0.4484851782570723,11412.986179318072,0.331439601993742,33841.58639259164,0.920616549842607,3.9651716834651447,375516.4375701847,-3.203426503814917e-16,1.175339888793817,8.07500676847718,11.804547134504388,0.9917555477675444,2.041079021038228,1.5550168753602336,0.6685557062217642,11.135991428282622,0.5553107267120865,2.472350725525656,2.1121472716979617,206857.30969609093,1.0,1.946514539884867,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.2034265038149176e-16,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-3.2034265038149176e-16,1.0,1.0,2.0,-3.2034265038149176e-16,0.0,2.6593765951927244,16811.797929485303,0.2736562478348358,14.173324561249636,61434.0,0.0,1.0,615.8287267636814,615.8287267636814,615.8287267636814,1.0,0.0018756953944278,0.0018756953944278,0.0018756953944278,5839.384615384615,1.0,0.0,1.0,237.92592045662587,237.92592045662587,237.92592045662587,1.0,4.564132746912987,331.8197631225133,0.0549239245182326,0.0950513496660581,100.83022711544858,0.1558141601978587,0.1558141601978587,0.1558141601978587,1.0,1.0,0.0,1.0,3774136356.0,3774136356.0,3774136356.0,1.0,1.0,1.0,2.6496128005821314e-10,2.6496128005821314e-10,2.6496128005821314e-10,-3.203426503814917e-16,1.6277631279096265e-05,0.0,0.0,1000000.0,0.0,0.0,0.0,1,1,0,0
0.8514043962320023,0.577673713297141,17.475459068363108,30.25143548357058,30.897160773567784,27.11837410613937,35.29768991842424,38.11667283155256,7943.230591776143,25.756205163040782,0.2852408803179821,6749.482410798133,0.8497150287675228,7931.270087592687,1.077708403327964,6.066336153252912,289628.0767575492,-3.203426503814917e-16,2.590249023999492,2.9519017669445864,9.79410194440562,1.5345891382982957,2.998259318614001,2.4482105324282246,0.8447230413809198,8.9493789030247,1.1196991481274703,3.536774052536223,0.951409417851573,99210.4388751036,1.0,3.5192117570377976,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.2034265038149176e-16,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-3.2034265038149176e-16,1.0,1.0,2.0,-3.2034265038149176e-16,0.0,3.527883031326665,3733.474302496329,0.1612453270491634,28.5869194466136,23154.0,0.0,1.0,517.5785609397944,517.5785609397944,517.5785609397944,1.0,0.0029220525813613,0.0029220525813613,0.0029220525813613,4351.923076923077,1.0,0.0,1.0,76.53598973234865,76.53598973234865,76.53598973234865,1.0,3.516990646185366,588.8052875214155,0.1309360184390405,0.1879555617570647,41.55833006705716,0.3281258808224496,0.3281258808224496,0.3281258808224496,3.0,1.0,0.0,1.0,178502008.66666666,178502008.66666666,178502008.66666666,1.0,1.0,0.3333333333333333,0.3356481487706125,0.3356481487706125,0.3356481487706125,1.5849625007211552,0.0001295672454003,118934484.66666666,0.0,1000000.0,0.0,0.0,0.0,1,1,1,1
0.9560460586629232,0.8428143140425501,31.64737085610379,37.54963617585884,41.29837992568798,42.99969029768906,45.129138787651314,52.63582002955442,26317.79671679308,35.89918167015656,0.375839939350936,11384.506616172544,0.4325782564050365,26139.365200343364,0.8179946670890256,6.764087679143161,717373.0192977544,-3.203426503814917e-16,3.269166675950083,3.7011140876294992,14.842245914643,1.925385092215274,3.184352324809391,2.452578005064067,0.5337193039629315,14.30852661068007,1.388134358536375,3.9758127193243102,1.1132215146347204,413187.214073485,1.0,5.666987050621995,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.2034265038149176e-16,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-3.2034265038149176e-16,1.0,1.0,2.0,-3.2034265038149176e-16,0.0,2.8226099443327435,12717.77892602957,0.2802322218899052,19.36028719468198,45383.0,0.0,1.0,594.2323116585505,594.2323116585505,594.2323116585505,1.0,0.0021428371821523,0.0021428371821523,0.0021428371821523,5277.538461538462,1.0,0.0,1.0,166.79143119082926,166.79143119082926,166.79143119082926,1.0,4.298342484271769,415.8149255899799,0.0762673644642375,0.1162888848586136,80.08591493275927,0.2241822730391362,0.2241822730391362,0.2241822730391362,2.0,1.0,0.0,1.0,1029762962.5,1029762962.5,1029762962.5,1.0,1.0,0.5,0.5000000002427744,0.5000000002427744,0.5000000002427744,0.9999999999999992,4.406936518079457e-05,514858790.25,0.0,1000000.0,0.0,0.0,0.0,0,0,0,3
0.7832676637109255,0.6826819585425224,17.84924989660281,26.145776482375037,28.120567141989845,23.71182555998502,29.501059303014863,32.357631192458435,6058.894663781393,20.47914126125795,0.5599285464936696,2870.4310320204954,0.4737548994174198,6073.445464111865,1.579355480815431,5.577023442022108,263712.4504840087,-3.203426503814917e-16,2.347088176860908,2.0867343087464283,7.448889746906543,1.2524327212834618,3.846617905422701,4.154985473970369,0.8574535531565123,6.591436193750031,0.9634801895381392,4.118395504753521,-0.3523989607485066,103012.811051063,1.0,2.164712223255486,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.2034265038149176e-16,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-3.2034265038149176e-16,1.0,1.0,2.0,-3.2034265038149176e-16,0.0,2.363951590198972,6079.851427836377,0.3910375243012849,22.653304465108967,15548.0,0.0,1.0,596.4634679701569,596.4634679701569,596.4634679701569,1.0,0.0024326462182152,0.0024326462182152,0.0024326462182152,1821.3076923076924,1.0,0.0,1.0,159.54699170678683,159.54699170678683,159.54699170678683,1.0,3.919712987132603,162.4663789330841,0.0889080988190576,0.1171409629732243,58.72567440665965,0.2017464721334587,0.2017464721334587,0.2017464721334587,3.0,1.0,0.0,1.0,80549010.0,80549010.0,80549010.0,1.0,1.0,0.3333333333333333,0.4166666680460891,0.4166666680460891,0.4166666680460891,1.5849625007211552,0.0001929508618471,53688976.22222222,0.0,1000000.0,0.0,0.0,0.0,1,1,0,0
0.960731366453338,0.4927968304824809,8.679294114316491,17.612317242014086,16.81721828732361,16.226396954762183,20.983400307261476,21.99688347546154,1687.5285604845355,16.92070561032988,0.754031233637568,909.0662685675852,0.538696819629866,1699.7320578984973,2.9084093162824307,8.790095616926862,154213.39975540066,-3.203426503814917e-16,2.880395609469513,2.640479498492929,11.804038118977928,1.7258096388659157,6.063232831150544,6.197880144080703,0.9797110360519912,10.824327082925937,1.2045501869912607,6.438572434011357,-0.2092946866012432,70462.75788219646,1.0,4.692422623269098,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.2034265038149176e-16,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-3.2034265038149176e-16,1.0,1.0,2.0,-3.2034265038149176e-16,0.0,1.973281620216128,1450.706989247312,0.3899749971094924,25.185651231356225,3720.0,0.0,1.0,550.7043010752689,550.7043010752689,550.7043010752689,1.0,0.0023285692999935,0.0023285692999935,0.0023285692999935,583.1538461538462,1.0,0.0,1.0,113.03191880035456,113.03191880035456,113.03191880035456,1.0,2.66710920867501,152.74781813781016,0.2646056325583827,0.1567617866004962,16.818642017078844,0.1147807828943123,0.1147807828943123,0.1147807828943123,1.0,1.0,0.0,1.0,13838400.0,13838400.0,13838400.0,1.0,1.0,1.0,7.226268932824606e-08,7.226268932824606e-08,7.226268932824606e-08,-3.203426503814917e-16,0.000268817204301,0.0,0.0,1000000.0,0.0,0.0,0.0,1,1,0,0
0.7503563828637432,0.5312803720733882,51.45732441206715,96.85530864098838,111.30869413737496,111.6459100004237,86.23063406555784,124.92197347695122,199158.1700040429,72.6759990530035,0.170855172437111,96528.31934746914,0.4846816946827218,199046.9862728808,1.190644936967889,3.765499429743704,3145358.4712787867,-3.203426503814917e-16,1.2452318887131395,4.555915212213742,8.423866917038039,0.7985840776075879,2.339119069151592,2.14519769503263,0.9318467432293152,7.492020173808723,0.528195159587614,2.562009571260566,1.2021732779582122,1306523.128472609,1.0,1.0924150235621355,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.2034265038149176e-16,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-3.2034265038149176e-16,1.0,1.0,2.0,-3.2034265038149176e-16,0.0,2.700271133269538,164679.17486972836,0.3436608259957477,23.40287115569376,479191.0,0.0,1.0,602.8061107157689,602.8061107157689,602.8061107157689,1.0,0.003182307114941,0.003182307114941,0.003182307114941,53986.46153846154,1.0,0.0,1.0,246.3031068516601,246.3031068516601,246.3031068516601,1.0,4.262060969542146,5918.408933648174,0.10701411692482,0.1126616767394662,159.38547142005967,0.3000388306129642,0.3000388306129642,0.3000388306129642,504.0,1.0,0.0,1.0,452310035.16468257,452310035.16468257,452310035.16468257,1.0,135.22222222222223,0.2682980599647266,0.5290475494056893,0.5290475494056893,0.5290475494056893,2.696586141180819,0.0010517726751963,451406060.5548902,0.0,1000000.0,0.0,0.0,0.0,0,0,1,2
0.7654682320959214,0.5955902499004798,45.42004541995853,76.26055904633763,87.21647687872763,78.54320698372659,97.36921698313986,102.20876181061516,108173.615364909,58.3750353118467,0.1971506448215809,55688.66658411174,0.5148082219148689,108815.23058293916,1.498367668312755,8.239602400000102,6203578.912401698,-3.203426503814917e-16,3.4201387838476283,3.61914647733192,18.27875284131255,2.0588278563520777,4.455790189533206,4.008155278640866,1.0600504366181729,17.218702404694376,1.4327707324819188,5.16152899824415,0.9701508386827504,2898988.081821089,1.0,6.7873153865749005,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.2034265038149176e-16,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-3.2034265038149176e-16,1.0,1.0,2.0,-3.2034265038149176e-16,0.0,2.823172392380324,74580.678048571,0.3202880678901935,25.046149723471,232855.0,0.0,1.0,587.3334521483326,587.3334521483326,587.3334521483326,1.0,0.0032769152169907,0.0032769152169907,0.0032769152169907,29441.846153846152,1.0,0.0,1.0,215.5815075468223,215.5815075468223,215.5815075468223,1.0,3.984011690781132,3683.277703407389,0.1208780781730074,0.1264385396656552,144.27136246646768,0.2976307500854947,0.2976307500854947,0.2976307500854947,245.0,1.0,0.0,1.0,219936098.0122449,219936098.0122449,219936098.0122449,1.0,74.7469387755102,0.3050895460224906,0.5641514081095217,0.5641514081095217,0.5641514081095217,2.394883009885708,0.0010521569216894,219032783.54285717,0.0,1000000.0,0.0,0.0,0.0,1,1,0,0
0.7082703572854342,0.6644342087965441,13.020469430457975,19.59632610434265,16.93715026678343,20.706168346243185,21.256424358579885,23.90841808440017,2218.641299742932,13.879496891404653,0.5686203963805467,1446.7264428583326,0.6520776670956052,2226.946374126984,1.284231790254636,7.935890262464144,76800.94367101902,-3.203426503814917e-16,3.030064989623395,3.239684560248108,12.25507619370218,1.961200797982827,3.798262279210257,3.025487332993755,0.9976566383190388,11.25741955538314,1.3567231234817256,4.523099525877804,1.0763663097096985,45559.824996725234,1.0,6.031632979324517,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.2034265038149176e-16,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-3.2034265038149176e-16,1.0,1.0,2.0,-3.2034265038149176e-16,0.0,3.159647875877174,833.0602024507192,0.2219126804610333,31.34839002488981,3754.0,0.0,1.0,528.6835375599361,528.6835375599361,528.6835375599361,1.0,0.0031432722279248,0.0031432722279248,0.0031432722279248,678.4615384615385,1.0,0.0,1.0,62.04277115271108,62.04277115271108,62.04277115271108,1.0,3.345113263639483,83.07434139310922,0.1194891276124903,0.1807302979386091,21.74521437434201,0.2589746368895804,0.2589746368895804,0.2589746368895804,2.0,1.0,0.0,1.0,7012553.0,7012553.0,7012553.0,1.0,1.0,0.5,0.0061728751567331,0.0061728751567331,0.0061728751567331,0.9999999999999992,0.0005327650506126,3489424.0,0.0,1000000.0,0.0,0.0,0.0,1,1,0,0
0.5792181126188045,0.3865705442070472,19.604379768499125,50.71358918127766,31.71085486771329,51.44776733200538,53.77221475715257,56.43774914029806,11690.545213583306,29.37422940970507,0.239571919547866,10397.718506813766,0.8894126250615414,11914.320820039818,1.0879534561559936,6.72920322040021,430531.8945048906,-3.203426503814917e-16,3.2944898623186223,4.213255208796441,13.787142490656366,1.921330917867276,3.4733095884488683,2.8617585994174792,0.930979549672676,12.85616294098369,1.374598535963185,4.226541462289788,1.2177720342020375,212833.28967224617,1.0,5.7997732352438485,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.2034265038149176e-16,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-3.2034265038149176e-16,1.0,1.0,2.0,-3.2034265038149176e-16,0.0,3.732736307778544,3549.42894485706,0.1472730984132218,39.02775075392282,24101.0,0.0,1.0,489.0798307124186,489.0798307124186,489.0798307124186,1.0,0.0059863330444903,0.0059863330444903,0.0059863330444903,5363.0,1.0,0.0,1.0,53.55032562475531,53.55032562475531,53.55032562475531,1.0,3.3529192480248797,895.7561088003201,0.1602485993857763,0.2225218870586283,29.242470114915648,0.3744165635840245,0.3744165635840245,0.3744165635840245,77.0,1.0,0.0,1.0,7378682.194805195,7378682.194805195,7378682.194805195,1.0,16.974025974025974,0.220441895766571,0.4594665790991738,0.4594665790991738,0.4594665790991738,2.7040334989709547,0.0031948881789137,7280713.194805195,0.0,1000000.0,0.0,0.0,0.0,1,1,0,0
