train_acc,train_prec,train_rec,train_f1,val_acc,val_prec,val_rec,val_f1,test_acc,test_prec,test_rec,test_f1,Algorithm,classification
0.5797101449275363,0.6046159029649596,0.5797101449275363,0.5531126895995534,0.45652173913043476,0.5988612836438924,0.45652173913043476,0.47601522051026135,0.4329004329004329,0.6302892829329235,0.4329004329004329,0.4563643990753966,Naive Bayes,ER
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6103896103896104,0.6191104181178624,0.6103896103896104,0.614604693552062,Decision Tree,ER
0.8973429951690821,0.9123580878568618,0.8973429951690821,0.896399904024918,0.6884057971014492,0.7060491493383744,0.6884057971014492,0.6955263052181948,0.5714285714285714,0.6537269470028356,0.5714285714285714,0.5981236584157672,KNN,ER
0.6171497584541062,0.6213474590099536,0.6171497584541062,0.6138099476940507,0.717391304347826,0.7391304347826086,0.717391304347826,0.7252802170343401,0.6233766233766234,0.649994283885129,0.6233766233766234,0.6350022629092397,Logistic Regression,ER
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7056277056277056,0.6583472013748395,0.7056277056277056,0.673394466942854,Random Forest,ER
0.5,0.25,0.5,0.3333333333333333,0.717391304347826,0.5146502835538752,0.717391304347826,0.5993395707209686,0.7489177489177489,0.5608777946440284,0.7489177489177489,0.6413998542711413,SVM,ER
0.6546112115732369,0.6230692114613711,0.6546112115732369,0.6112500758097406,0.6086956521739131,0.5868808714908601,0.6086956521739131,0.5746312111801242,0.6190476190476191,0.5654761904761905,0.6190476190476191,0.5786016766053063,Naive Bayes,PR
0.7992766726943942,0.7961865853797953,0.7992766726943942,0.7932320205194942,0.7391304347826086,0.7454019176264849,0.7391304347826086,0.7241701729780271,0.645021645021645,0.637771782699319,0.645021645021645,0.6409751150317188,Decision Tree,PR
0.783001808318264,0.7786527468777221,0.783001808318264,0.7786353418755766,0.7681159420289855,0.7699015717185411,0.7681159420289855,0.7602254428341384,0.5887445887445888,0.5726072206236877,0.5887445887445888,0.5794746937362257,KNN,PR
0.6618444846292948,0.6332360331934845,0.6618444846292948,0.6125389492462997,0.6376811594202898,0.6406262109586918,0.6376811594202898,0.5758146253670551,0.6536796536796536,0.6021281943862588,0.6536796536796536,0.6032036651074175,Logistic Regression,PR
0.8209764918625678,0.8596737130538468,0.8209764918625678,0.8011598853704224,0.782608695652174,0.8403232012312428,0.782608695652174,0.7584849157054127,0.683982683982684,0.6506455753548778,0.683982683982684,0.6066655716251405,Random Forest,PR
0.8661844484629295,0.8871694966676693,0.8661844484629295,0.8570375626616614,0.8333333333333334,0.869496855345912,0.8333333333333334,0.821443775466764,0.6190476190476191,0.5920897284533648,0.6190476190476191,0.6012180590493844,SVM,PR
0.6117256637168141,0.6468259328586222,0.6117256637168141,0.5870453879941435,0.39855072463768115,0.6735290368117809,0.39855072463768115,0.4703162987106165,0.4025974025974026,0.6801769658912517,0.4025974025974026,0.4626201221945903,Naive Bayes,HER2
0.9900442477876106,0.9900466464026471,0.9900442477876106,0.9900442356050734,0.9637681159420289,0.9645872715816004,0.9637681159420289,0.9640922684400945,0.6277056277056277,0.6874762664236348,0.6277056277056277,0.654650690009806,Decision Tree,HER2
0.8993362831858407,0.9146999771265917,0.8993362831858407,0.898395226561699,0.7681159420289855,0.7845596432552955,0.7681159420289855,0.7757437070938216,0.6277056277056277,0.72765491441213,0.6277056277056277,0.6661075287744612,KNN,HER2
0.6980088495575221,0.7012086245057322,0.6980088495575221,0.6968034330630111,0.7028985507246377,0.7965870186081989,0.7028985507246377,0.7361071924846909,0.658008658008658,0.7418358636668495,0.658008658008658,0.6906620239953573,Logistic Regression,HER2
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7792207792207793,0.6765053128689492,0.7792207792207793,0.7242392643852498,Random Forest,HER2
0.536504424778761,0.75947187141217,0.536504424778761,0.4096890073326009,0.8333333333333334,0.7055961070559611,0.8333333333333334,0.764163372859025,0.8268398268398268,0.6836640992485148,0.8268398268398268,0.7484663835374735,SVM,HER2
0.6130198915009042,0.557753188909449,0.6130198915009042,0.5566073267586872,0.5652173913043478,0.46122090469916555,0.5652173913043478,0.5079152731326644,0.5584415584415584,0.46989743835613695,0.5584415584415584,0.48619920606338257,Naive Bayes,Mol Subtype
0.6799276672694394,0.7099121073215863,0.6799276672694394,0.5918628689947979,0.7101449275362319,0.6707246376811594,0.7101449275362319,0.6413030103626666,0.5844155844155844,0.42012398533214174,0.5844155844155844,0.47843302017176814,Decision Tree,Mol Subtype
0.6528028933092225,0.5565784426543919,0.6528028933092225,0.531452078641978,0.6304347826086957,0.4563021519543259,0.6304347826086957,0.517063258911085,0.6277056277056277,0.3957274609448523,0.6277056277056277,0.48542568542568537,KNN,Mol Subtype
0.6636528028933092,0.7174059824917356,0.6636528028933092,0.547840489401905,0.6739130434782609,0.7028985507246377,0.6739130434782609,0.5619392684610075,0.6277056277056277,0.4663793547722119,0.6277056277056277,0.5012824780072166,Logistic Regression,Mol Subtype
0.7106690777576854,0.7996939769091668,0.7106690777576854,0.6329689953107673,0.7608695652173914,0.8250265111346766,0.7608695652173914,0.7150429476286794,0.6233766233766234,0.44131161236424393,0.6233766233766234,0.489233584407847,Random Forest,Mol Subtype
0.650994575045208,0.4237939367382909,0.650994575045208,0.5133801687103503,0.6521739130434783,0.42533081285444235,0.6521739130434783,0.5148741418764302,0.6277056277056277,0.39401435505331606,0.6277056277056277,0.4841346596665745,SVM,Mol Subtype
